movie_index,genres,keywords,production_year,title,director,writer,actors
442,Action Crime Science Fiction Thriller,undercover mexican standoff biological weapon face transplant rage and hate,1997,face/off,johnwoo,"mikewerb,michaelcolleary","johntravolta,nicolascage,joanallen,alessandronivola"
443,Fantasy Comedy Family Romance,wishes come true escapade disorder imaginary miraculous event,2008,bedtime stories,adamshankman,"mattlopez ,timherlihy ,mattlopez ","adamsandler,kerirussell,guypearce,russellbrand"
444,Thriller Crime Drama,based on graphic novel homework shot in the chin soft boiled egg learning to drive,2002,road to perdition,sammendes,"maxallancollins(graphicnovel),richardpiersrayner(graphicnovel),davidself ","tylerhoechlin,robmaxey,liamaiken,jenniferjasonleigh"
445,Romance Comedy,beach fictitious marriage blackmail plastic surgery marriage,2011,just go with it,dennisdugan,"allanloeb ,timothydowling ,i.a.l.diamond(screenplay""cactusflower""),abeburrows(stageplay),pierrebarillet(frenchplay),jean-pierregrã©dy(frenchplay)","adamsandler,jenniferaniston,nicolekidman,nickswardson"
446,Action Thriller Crime,prison ambush helicopter airport gas station,1997,con air,simonwest,scottrosenberg,"colmmeaney,mykeltiwilliamson,nickchinlund,renolysantiago"
447,Mystery Thriller Action,artificial intelligence washington d.c. secret identity hostage technology,2008,eagle eye,d.j.caruso,"johnglenn ,traviswright ,hillaryseitz ,danmcdermott ,danmcdermott ","shialabeouf,michellemonaghan,rosariodawson,michaelchiklis"
448,Drama,loss of lover loss of family deserter loss of father love of one's life,2003,cold mountain,anthonyminghella,"charlesfrazier(book),anthonyminghella ","judelaw,nicolekidman,renã©ezellweger,eileenatkins"
449,Action Thriller Science Fiction,book post-apocalyptic dystopia faith blind,2010,the book of eli,"alberthughes,allenhughes",garywhitta,"denzelwashington,garyoldman,milakunis,raystevenson"
450,Comedy Family Science Fiction,wedding vows inventor slime green flight,1997,flubber,lesmayfield,"samuelw.taylor(shortstory""asituationofgravity""),johnhughes ,billwalsh ","robinwilliams,marciagayharden,christophermcdonald,tedlevine"
451,Horror Thriller Fantasy Mystery,based on novel trauma castle haunted house insomnia,1999,the haunting,jandebont,"davidself ,shirleyjackson ","liamneeson,catherinezeta-jones,owenwilson,lilitaylor"
452,Animation Comedy Drama Family Fantasy,sport basketball doctor basketball team basketball game,1996,space jam,joepytka,"leobenvenuti,steverudnick,timothyharris,herschelweingrod","michaeljordan,wayneknight,theresarandle,mannerwashington"
453,Action Comedy Crime Mystery Family,robbery investigation inspector killer clouseau,2006,the pink panther,shawnlevy,"lenblum ,stevemartin ,lenblum ,michaelsaltzman ,mauricerichlin ,blakeedwards ","stevemartin,kevinkline,jeanreno,emilymortimer"
454,Drama Science Fiction Thriller,extraterrestrial technology spacecraft ultimatum evacuation panic,2008,the day the earth stood still,scottderrickson,"davidscarpa ,edmundh.north","keanureeves,jenniferconnelly,kathybates,jadensmith"
455,Action Drama Mystery Thriller,new york cia helicopter assassin secret,1997,conspiracy theory,richarddonner,brianhelgeland,"melgibson,juliaroberts,patrickstewart,cylkcozart"
456,War Drama Action,world war ii nazis war nazi germany panzer,2014,fury,davidayer,davidayer,"bradpitt,shialabeouf,loganlerman,michaelpeã±a"
457,Action Adventure Comedy Romance,overleven family guy,1998,six days seven nights,ivanreitman,michaelbrowning,"harrisonford,anneheche,davidschwimmer,jacquelineobradors"
458,Comedy Family Animation Adventure,picnic sandwich bear 3d yogi,2010,yogi bear,ericbrevig,"j.r.ventimilia,joshuasternin,bradcopeland,josephbarbera ,williamhanna ","danaykroyd,justintimberlake,annafaris,tomcavanagh"
459,Western Animation Adventure Comedy Family,human being freedom mustang rivalry wildlife,2002,spirit: stallion of the cimarron,"kellyasbury,lornacook","johnfusco ,michaellucker","mattdamon,jamescromwell,danielstudi,chopperbernet"
460,Comedy Romance Family,talking animal scientist german accent ostrich monkey,2011,zookeeper,frankcoraci,"nickbakay ,rockreuben ,kevinjames ,jayscherick ,davidronn ,jayscherick ,davidronn ","kevinjames,rosariodawson,lesliebibb,kenjeong"
461,Adventure Family Science Fiction,time travel sabotage deep space explorer,1998,lost in space,stephenhopkins,"irwinallen(televisionseries),akivagoldsman","williamhurt,mimirogers,heathergraham,laceychabert"
462,Drama Thriller Mystery,senator gulf war canoe kuwait conspiracy,2004,the manchurian candidate,jonathandemme,"richardcondon ,georgeaxelrod,danielpyne ,deangeorgaris ","jeffreywright,pabloschreiber,anthonymackie,dorianmissick"
463,Romance Drama,love american pin stranger ruby,1997,déjà vu,henryjaglom,"victoriafoyt,henryjaglom","stephendillane,victoriafoyt,vanessaredgrave,glynisbarber"
464,Animation Comedy Family,transylvania hotel witch technology magic,2015,hotel transylvania 2,genndytartakovsky,"robertsmigel,adamsandler,todddurham(basedoncharacterscreatedby)","adamsandler,andysamberg,selenagomez,kevinjames"
465,Animation Family Music,orchestra musical segments,1999,fantasia 2000,"jamesalgar,gaã«tanbrizzi,paulbrizzi,hendelbutoy,francisglebas,ericgoldberg,donhahn,pixotehunt","ericgoldberg ,joegrant(originalconcept),percepearce(storydevelopment),carlfallberg(storydevelopment),gaã«tanbrizzi ,paulbrizzi ,donhahn,davidreynolds,irenemecchi,brendachapman(originalconcept),elenadriskill(conceptfor""death&re-birthoftheforest"")","stevemartin,itzhakperlman,quincyjones,bettemidler"
466,Science Fiction Adventure Action,future time machine,2002,the time machine,simonwells,"h.g.wells ,davidduncan(earlierscreenplay),johnlogan ","guypearce,markaddy,phyllidalaw,siennaguillory"
467,Action Adventure Family Fantasy,gorilla dying and death,1998,mighty joe young,ronunderwood,"merianc.cooper ,ruthrose(earlierscreenplay),markrosenthal ,lawrencekonner ","charlizetheron,billpaxton,radeserbedzija,peterfirth"
468,Action Crime Thriller,female nudity hacker terrorism violence ex-con,2001,swordfish,dominicsena,skipwoods,"johntravolta,hughjackman,halleberry,doncheadle"
469,Action Adventure,california spy father son relationship mexico hero,2005,the legend of zorro,martincampbell,"robertoorci ,alexkurtzman ,robertoorci ,alexkurtzman ,tedelliott ,terryrossio ,johnstonmcculley(character)","albertoreyes,juliooscarmechoso,gustavosã¡nchezparra,adrianalonso"
470,Drama Fantasy Romance,paradise soul underworld heaven painting,1998,what dreams may come,vincentward,"richardmatheson ,ronaldbass ","robinwilliams,cubagoodingjr.,annabellasciorra,maxvonsydow"
471,Comedy Fantasy Romance,father son relationship brother sister relationship mephisto bulldogg,2000,little nicky,stevenbrill,"timherlihy,adamsandler,stevenbrill","adamsandler,patriciaarquette,harveykeitel,rhysifans"
472,Adventure Fantasy Action Comedy Thriller,brother brother relationship literature aftercreditsstinger,2005,the brothers grimm,terrygilliam,ehrenkruger,"petrratimec,barboralukesovã¡,annarust,jeremyrobson"
473,Comedy Fantasy Science Fiction,saving the world total destruction white house mars usa president,1996,mars attacks!,timburton,"lenbrown(tradingcardseries),woodygelman(tradingcardseries),wallywood(tradingcardseries),bobpowell(tradingcardseries),normansaunders(tradingcardseries),jonathangems ,jonathangems ","jacknicholson,glennclose,annettebening,piercebrosnan"
474,Mystery Drama Horror,nurse sea beach boy pregnant,2015,evolution,lucilehadzihalilovic,"lucilehadzihalilovic,alantekavaite,geoffcox(incollaborationwith)","martablanc,maxbrebant,roxaneduran,julie-marieparmentier"
475,Action Adventure Drama,photographer grizzly bear wilderness airplane supermodel,1997,the edge,leetamahori,davidmamet,"anthonyhopkins,alecbaldwin,ellemacpherson,haroldperrineau"
476,Action Science Fiction Thriller,clone dystopia,2009,surrogates,jonathanmostow,"michaelferris ,johnbrancato ,robertvenditti(graphicnovel),brettweldele(graphicnovel)","brucewillis,radhamitchell,rosamundpike,boriskodjoe"
477,Drama Thriller,usa president atomic bomb john f. kennedy kubakrise threat,2000,thirteen days,rogerdonaldson,"davidself,ernestr.may(book),philipd.zelikow(book)","shawndriscoll,kevincostner,drakecook,lucindajenney"
478,Action Adventure Thriller,taxi new jersey helicopter river hero,1996,daylight,robcohen,lesliebohem,"sylvesterstallone,amybrenneman,viggomortensen,danhedaya"
479,Animation Family Adventure,dinosaur 3d,2013,walking with dinosaurs,"barrycook,neilnightingale","johncollee ,gerryswallow(dialoguecontributor),davidskelly(additionalstory)","charlierowe,karlurban,angourierice,johnleguizamo"
480,Action Science Fiction War,based on novel post-apocalyptic dystopia mining fighter jet,2000,battlefield earth,rogerchristian,"coreymandell ,j.d.shapiro ,l.ronhubbard ","johntravolta,barrypepper,forestwhitaker,kimcoates"
481,Animation Comedy Family,spy duck bunny wretch film industry,2003,looney tunes: back in action,joedante,larrydoyle,"brendanfraser,jennaelfman,stevemartin,timothydalton"
482,Drama Music Romance,memory sidewalk cafe room key driving a car coastline,2009,nine,robmarshall,"michaeltolkin ,anthonyminghella ,arthurkopit(broadwaymusical""nine""),mauryyeston(broadwaymusical""nine""),mariofratti(broadwaymusical""nine""italianoriginal)","danielday-lewis,sandrodori,nicolekidman,marioncotillard"
483,Action Adventure Science Fiction,professor time travel quantum mechanics hundred years' war excavation,2003,timeline,richarddonner,"michaelcrichton ,jeffmaguire ,georgenolfi ","paulwalker,franceso'connor,gerardbutler,billyconnolly"
484,Drama Adventure,usa post postman army apocalypse,1997,the postman,kevincostner,"davidbrin ,ericroth ,brianhelgeland ","kevincostner,willpatton,larenztate,oliviawilliams"
485,Adventure Comedy Drama Family Fantasy,piggy bank shortage of money pig farm piglet,1998,babe: pig in the city,georgemiller,"georgemiller,judymorris,marklamprell,dickking-smith ","magdaszubanski,jamescromwell,marystein,mickeyrooney"
486,Fantasy Action Adventure,new york witch uprising witch hunter,2015,the last witch hunter,breckeisner,"corygoodman,mattsazama,burksharpless","vindiesel,roseleslie,elijahwood,ã“lafurdarriã“lafsson"
487,Thriller Action Science Fiction,mars future astronaut science catastrophe,2000,red planet,antonyhoffman,"chuckpfarrer ,chuckpfarrer ,jonathanlemkin ","valkilmer,carrie-annemoss,tomsizemore,benjaminbratt"
488,Adventure Fantasy Animation Family,grandfather grandson relationship wretch treasure hunt disappearance family,2006,arthur and the invisibles,lucbesson,"cã©linegarcia,lucbesson,lucbesson(book),patricegarcia(creator:charactersandsettings),georgesbouchelagem(creator:charactersandsettings),philipperouchier(creator:charactersandsettings),nicolasfructus(creator:charactersandsettings)","freddiehighmore,miafarrow,roncrawford,pennybalfour"
489,Documentary Family,ocean sea fish whale duringcreditsstinger,2009,oceans,"jacquesperrin,jacquescluzaud(co-director)","christophecheysson,jacquescluzaud,laurentdebas,stã©phanedurand,laurentgaudã©,jacquesperrin,franã§oissarano","piercebrosnan,pedroarmendã¡rizjr.,jacquesperrin,aldobaglio"
490,Thriller Science Fiction Adventure Action,dying and death time travel romance dinosaur,2005,a sound of thunder,peterhyams,"raybradbury(shortstory),thomasdeandonnelly ,joshuaoppenheimer ,thomasdeandonnelly ,joshuaoppenheimer ,gregorypoirier ","arminrohde,heikemakatsch,jemimarooper,davidoyelowo"
491,Action Adventure History Romance Drama,gladiator arena gladiator fight lava roman,2014,pompeii,paulw.s.anderson,"janetscottbatchler ,leebatchler ,michaelrobertjohnson ","dylanschombing,jean-francoislachapelle,rebeccaroberts,kiefersutherland"
492,Comedy Animation,3d,2015,top cat begins,andrã©scouturier,"jameskrieg ,douglangdale ,jorgeramã­rezsuã¡rez ","jasonharris,chrisedgerly,billlobley,matthewpiazzi"
493,Drama Romance,individual schizophrenia massachusetts love of one's life intelligence,2001,a beautiful mind,ronhoward,"akivagoldsman,sylvianasar(book)","russellcrowe,edharris,jenniferconnelly,christopherplummer"
494,Family Animation Drama,loss of parents wild boar uncle shaman redemption,1994,the lion king,"rogerallers,robminkoff","irenemecchi ,jonathanroberts ,lindawoolverton ,burnymattinson ,barryjohnson ,lornacook ,thomenriquez ,andygaskill ,garytrousdale ,jimcapobianco ,kevinharkey ,jorgenklubien ,chrissanders ,tomsito ,larryleker ,joeranft ,rickmaki ,edgombert ,francisglebas ,markkausler ,j.t.allen(additionalstorymaterial),georgescribner(additionalstorymaterial),migueltejada-flores(additionalstorymaterial),jennytripp(additionalstorymaterial),bobtzudiker(additionalstorymaterial),christophervogler(additionalstorymaterial),kirkwise(additionalstorymaterial),noniwhite(additionalstorymaterial),brendachapman(storysupervisor)","rowanatkinson,matthewbroderick,niketacalame-harris,jimcummings"
495,Adventure Action Science Fiction,mission mysterious island missing person duringcreditsstinger 3d,2012,journey 2: the mysterious island,bradpeyton,"briangunn ,markgunn ,richardoutten ,briangunn ,markgunn ,julesverne ","dwaynejohnson,michaelcaine,joshhutcherson,luisguzmã¡n"
496,Animation Family Comedy,inventor food scientist,2013,cloudy with a chance of meatballs 2,"codycameron,krispearn","ericarivinoja ,johnfrancisdaley ,jonathangoldstein ,phillord ,christophermiller ,ericarivinoja ,judibarrett(inspiredbythebook""cloudywithachanceofmeatballs""writtenby),ronbarrett(inspiredbythebook""cloudywithachanceofmeatballs""illustratedby)","billhader,annafaris,jamescaan,willforte"
497,Crime Thriller Horror,psychopath serial killer fbi agent,2002,red dragon,brettratner,"thomasharris ,tedtally ","anthonyhopkins,edwardnorton,ralphfiennes,harveykeitel"
498,Western Adventure,horse race horse racehorse,2004,hidalgo,joejohnston,johnfusco,"viggomortensen,zuleikharobinson,omarsharif,louiselombard"
499,Comedy,duringcreditsstinger,2011,jack and jill,dennisdugan,"benzook ,stevekoren ,adamsandler ","adamsandler,alpacino,katieholmes,elodietougne"
500,Action Crime Thriller,miami car race sports car los angeles car,2003,2 fast 2 furious,johnsingleton,"garyscottthompson ,michaelbrandt ,derekhaas ,garyscottthompson ,michaelbrandt ,derekhaas ","paulwalker,tyresegibson,evamendes,colehauser"
501,Adventure Animation Fantasy,philosophy utopia airplane adventure dystopia,2015,the little prince,markosborne,"irenabrignull(originalscreenplayby),bobpersichetti(originalscreenplayby),antoinedesaint-exupã©ry(basedon""lepetitprince""by)","jeffbridges,mackenziefoy,rachelmcadams,marioncotillard"
502,Science Fiction Thriller,remake alien escape alien invasion alien infection,2007,the invasion,"oliverhirschbiegel,jamesmcteigue","davidkajganich ,jackfinney ","nicolekidman,danielcraig,jeremynortham,jacksonbond"
503,Action Adventure Animation Comedy Family,adventure cartoon comedy breaking the fourth wall talking to the camera,2000,the adventures of rocky & bullwinkle,desmcanuff,"jayward ,kennethlonergan","renerusso,jasonalexander,piperperabo,randyquaid"
504,Animation Family,pet bunny anthropomorphism dog animal,2016,the secret life of pets,"chrisrenaud,yarrowcheney(co-director)","cincopaul,kendaurio,brianlynch","louisc.k.,ericstonestreet,kevinhart,jennyslate"
505,Fantasy Action Thriller Science Fiction,saving the world vampire bite men invisible man,2003,the league of extraordinary gentlemen,stephennorrington,"alanmoore(comicbooks),kevino'neill(comicbooks),jamesrobinson ","seanconnery,naseeruddinshah,petawilson,tonycurran"
506,Animation Comedy Family,secret agent bakery falling in love father daughter relationship duringcreditsstinger,2013,despicable me 2,"pierrecoffin,chrisrenaud","cincopaul,kendaurio","stevecarell,kristenwiig,benjaminbratt,mirandacosgrove"
